user_id	recommended_movies
389350	['the+matrix+1999', 'the+shawshank+redemption+1994', 'seven+samurai+1954', 'the+usual+suspects+1995', 'the+silence+of+the+lambs+1991', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'black+cat_+white+cat+1998', 'little+criminals+1995', 'running+on+empty+1988', 'the+godfather+1972', 'fight+club+1999', 'ricky+gervais+live+animals+2003', 'blade+runner+1982', 'head+office+1985', 'american+beauty+1999', 'm+1931', 'the+good+lie+2014', 'inception+2010', 'mother+lode+1982', 'paths+of+glory+1957']
278248	['the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+matrix+1999', 'the+usual+suspects+1995', 'the+shawshank+redemption+1994', 'pulp+fiction+1994', 'playtime+1967', 'fight+club+1999', 'sunset+boulevard+1950', 'winnie+the+pooh+and+the+honey+tree+1966', 'seven+samurai+1954', 'the+immigrant+1917', 'blade+runner+1982', 'happiness+1998', 'forrest+gump+1994', 'pans+labyrinth+2006', 'romeo++juliet+2013', 'the+godfather+1972', 'the+cat+returns+2002', 'life+is+beautiful+1997', 'twelve+monkeys+1995']
325590	['the+matrix+1999', 'a+boy+named+charlie+brown+1969', 'fight+club+1999', 'seven+samurai+1954', 'inglourious+basterds+2009', 'the+shawshank+redemption+1994', 'oliver+twist+1948', 'those+magnificent+men+in+their+flying+machines+or+how+i+flew+from+london+to+paris+in+25+hours+11+minutes+1965', 'incendies+2010', 'a+close+shave+1995', 'amlie+2001', 'the+periwig-maker+2000', 'the+godfather+1972', 'toy+story+1995', 'raining+stones+1993', 'star+wars+1977', 'the+lord+of+the+rings+the+two+towers+2002', 'the+happiness+of+the+katakuris+2001', 'princess+mononoke+1997', 'the+cameramans+revenge+1912']
361296	['the+shawshank+redemption+1994', 'the+matrix+1999', 'fight+club+1999', 'the+princess+bride+1987', 'blade+runner+1982', 'schindlers+list+1993', 'm+1931', 'sal_+or+the+120+days+of+sodom+1975', 'the+godfather+part+ii+1974', 'the+usual+suspects+1995', 'the+dark+knight+2008', 'flamingo+road+1949', 'a+clockwork+orange+1971', 'raining+stones+1993', 'the+conversation+1974', 'sunset+boulevard+1950', 'bomber+2009', 'raise+the+red+lantern+1991', 'pans+labyrinth+2006', 'frontrunners+2008']
19964	['the+shawshank+redemption+1994', 'enemy+of+the+state+1998', 'fight+club+1999', 'blade+runner+1982', 'the+graduate+1967', 'spellbound+1945', 'the+matrix+1999', 'a+close+shave+1995', 'cinderella+1950', 'hotel+rwanda+2004', 'the+lives+of+others+2006', 'm+1931', 'life+is+beautiful+1997', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'trainspotting+1996', 'running+on+empty+1988', 'django+unchained+2012', 'raiders+of+the+lost+ark+1981', 'gone+2012', 'immensee+1943']
260829	['the+usual+suspects+1995', 'the+shawshank+redemption+1994', 'inglourious+basterds+2009', 'a+clockwork+orange+1971', 'blade+runner+1982', 'the+matrix+1999', 'the+good+lie+2014', 'life+is+beautiful+1997', 'fight+club+1999', 'm+1931', 'schindlers+list+1993', 'a+boy+named+charlie+brown+1969', 'david+copperfield+2001', 'agent+red+2000', 'infernal+affairs+2002', 'playtime+1967', 'the+graduate+1967', 'memories+1995', 'amlie+2001', 'winnie+the+pooh+and+the+honey+tree+1966']
510954	['the+shawshank+redemption+1994', 'the+godfather+1972', 'the+matrix+1999', 'sunset+boulevard+1950', 'the+usual+suspects+1995', 'a+clockwork+orange+1971', 'fight+club+1999', 'blade+runner+1982', 'songcatcher+2001', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'american+beauty+1999', 'the+great+escape+1963', 'the+lives+of+others+2006', 'apocalypse+now+1979', 'cinderella+man+2005', 'raiders+of+the+lost+ark+1981', 'amlie+2001', 'schindlers+list+1993', 'life+is+beautiful+1997', 'the+dark+knight+2008']
527282	['the+shawshank+redemption+1994', 'the+princess+bride+1987', 'the+matrix+1999', 'fight+club+1999', 'sal_+or+the+120+days+of+sodom+1975', 'the+usual+suspects+1995', 'a+clockwork+orange+1971', 'inglourious+basterds+2009', 'cinema+paradiso+1988', 'inside+im+dancing+2004', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964', 'blade+runner+1982', 'life+is+beautiful+1997', 'seven+samurai+1954', 'a+tale+of+two+sisters+2003', 'holiday+inn+1942', 'the+strange+world+of+planet+x+1958', 'schindlers+list+1993', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001']
10055	['the+shawshank+redemption+1994', 'the+princess+bride+1987', 'the+usual+suspects+1995', 'amlie+2001', 'the+dark+knight+2008', 'a+clockwork+orange+1971', 'the+matrix+1999', 'blade+runner+1982', 'a+close+shave+1995', '12+angry+men+1957', 'rashomon+1950', 'off+the+charts+the+song-poem+story+2003', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'black+cat_+white+cat+1998', 'american+beauty+1999', 'pans+labyrinth+2006', 'schindlers+list+1993', 'i_+robot+2004', 'sunset+boulevard+1950', 'the+lord+of+the+rings+the+two+towers+2002']
389455	['the+matrix+1999', 'the+usual+suspects+1995', 'the+shawshank+redemption+1994', 'fight+club+1999', 'star+wars+1977', 'elary+2003', 'seven+samurai+1954', 'sunset+boulevard+1950', 'a+face+in+the+crowd+1957', 'the+princess+bride+1987', 'the+scarlet+pimpernel+1934', 'three+oclock+high+1987', 'dragon+ball+z+broly+-+second+coming+1994', 'the+godfather+1972', 'inglourious+basterds+2009', 'starship+troopers+1997', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+shining+1980', 'the+avengers+2012', 'good+will+hunting+1997']
1595	['the+matrix+1999', 'the+godfather+1972', 'the+shawshank+redemption+1994', 'fight+club+1999', 'blade+runner+1982', 'the+usual+suspects+1995', 'incendies+2010', 'life+is+beautiful+1997', 'seven+samurai+1954', 'upstream+color+2013', 'raiders+of+the+lost+ark+1981', 'the+silence+of+the+lambs+1991', 'the+great+escape+1963', 'hairspray+2007', 'swiss+family+robinson+1960', 'twelve+monkeys+1995', 'the+graduate+1967', 'harry+potter+and+the+chamber+of+secrets+2002', 'the+lord+of+the+rings+the+two+towers+2002', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001']
478423	['the+shawshank+redemption+1994', 'the+matrix+1999', 'fight+club+1999', 'blade+runner+1982', 'inglourious+basterds+2009', 'm+1931', 'memories+1995', 'sunset+boulevard+1950', 'the+usual+suspects+1995', 'seven+samurai+1954', 'the+black+cauldron+1985', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'life+is+beautiful+1997', 'nausica+of+the+valley+of+the+wind+1984', 'the+godfather+1972', 'the+graduate+1967', 'interstellar+2014', 'raiders+of+the+lost+ark+1981', 'the+lives+of+others+2006', 'a+clockwork+orange+1971']
78896	['fight+club+1999', 'the+matrix+1999', 'blade+runner+1982', 'the+shawshank+redemption+1994', 'le+trou+1960', 'the+princess+bride+1987', 'm+1931', 'senso+1954', 'the+tale+of+the+princess+kaguya+2013', 'valley+girl+1983', 'madison+avenue+1962', 'dragonheart+a+new+beginning+2000', 'the+great+escape+1963', 'flamingo+road+1949', 'those+magnificent+men+in+their+flying+machines+or+how+i+flew+from+london+to+paris+in+25+hours+11+minutes+1965', 'the+usual+suspects+1995', 'a+close+shave+1995', 'sunset+boulevard+1950', 'paisan+1946', 'i+heart+huckabees+2004']
341041	['fight+club+1999', 'the+shawshank+redemption+1994', 'nightcrawler+2014', 'raiders+of+the+lost+ark+1981', 'life+is+beautiful+1997', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'sunset+boulevard+1950', 'incendies+2010', 'the+usual+suspects+1995', 'star+wars+1977', 'the+civil+war+1990', 'trainspotting+1996', 'dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964', 'bridesmaids+2011', 'the+avengers+2012', 'samurai+ii+duel+at+ichijoji+temple+1955', 'seven+samurai+1954', 'the+lives+of+others+2006', 'persepolis+2007', 'forrest+gump+1994']
242737	['the+shawshank+redemption+1994', 'dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+usual+suspects+1995', 'the+silence+of+the+lambs+1991', 'seven+samurai+1954', 'the+graduate+1967', 'wisconsin+death+trip+1999', 'a+close+shave+1995', 'life+is+beautiful+1997', 'the+princess+bride+1987', 'a+face+in+the+crowd+1957', 'visions+of+europe+2004', 'the+life+of+jesus+1997', 'beauty+and+the+beast+1991', 'the+matrix+1999', 'amlie+2001', 'inglourious+basterds+2009', 'the+empire+strikes+back+1980']
11175	['the+matrix+1999', 'the+godfather+1972', 'winnie+the+pooh+and+the+honey+tree+1966', 'fight+club+1999', 'the+lives+of+others+2006', 'twelve+monkeys+1995', 'eight+diagram+pole+fighter+1984', 'gladiator+2000', 'the+life+of+jesus+1997', 'pans+labyrinth+2006', 'amlie+2001', 'blade+runner+1982', 'inglourious+basterds+2009', 'trainspotting+1996', 'harry+potter+and+the+deathly+hallows+part+2+2011', 'chinese+take-out+2011', 'the+princess+bride+1987', 'a+clockwork+orange+1971', 'bad+lieutenant+1992', 'the+shawshank+redemption+1994']
511545	['schindlers+list+1993', 'the+shawshank+redemption+1994', 'foreign+correspondent+1940', 'princess+mononoke+1997', 'life+is+beautiful+1997', 'the+usual+suspects+1995', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'inglourious+basterds+2009', 'the+matrix+1999', 'amlie+2001', 'willy+wonka++the+chocolate+factory+1971', 'the+lord+of+the+rings+the+two+towers+2002', 'the+lives+of+others+2006', 'blade+runner+1982', 'the+princess+bride+1987', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'pans+labyrinth+2006', 'fight+club+1999', 'before+sunrise+1995', 'charlie+and+the+chocolate+factory+2005']
584112	['the+matrix+1999', 'the+shawshank+redemption+1994', 'life+is+beautiful+1997', 'amlie+2001', 'the+lives+of+others+2006', 'the+godfather+1972', 'raiders+of+the+lost+ark+1981', 'foreign+correspondent+1940', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'the+dark+knight+2008', 'black+cat_+white+cat+1998', 'sanjuro+1962', 'sunset+boulevard+1950', 'barbie+a+perfect+christmas+2011', 'rashomon+1950', 'schindlers+list+1993', 'chinatown+1974', 'the+princess+bride+1987', 'castle+in+the+sky+1986', 'blade+runner+1982']
414726	['the+shawshank+redemption+1994', 'what+women+want+2000', 'schindlers+list+1993', 'inglourious+basterds+2009', 'foreign+correspondent+1940', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'seven+samurai+1954', 'the+lives+of+others+2006', 'the+matrix+1999', 'in+the+name+of+the+father+1993', 'the+princess+bride+1987', 'amlie+2001', 'saving+private+ryan+1998', 'the+lord+of+the+rings+the+two+towers+2002', 'the+godfather+1972', 'mickey_+donald_+goofy+the+three+musketeers+2004', 'songcatcher+2001', 'ratatouille+2007', 'sketches+of+frank+gehry+2006', 'fight+club+1999']
592210	['the+shawshank+redemption+1994', 'the+usual+suspects+1995', 'the+matrix+1999', 'forrest+gump+1994', 'the+hours+2002', 'playtime+1967', 'life+is+beautiful+1997', 'city+of+god+2002', 'a+clockwork+orange+1971', 'seven+samurai+1954', 'inglourious+basterds+2009', 'sunset+boulevard+1950', 'agent+red+2000', 'amlie+2001', 'a+face+in+the+crowd+1957', 'the+saint+1997', 'farmageddon+2011', 'blade+runner+1982', 'happy+people+a+year+in+the+taiga+2010', 'lawrence+of+arabia+1962']
391766	['the+shawshank+redemption+1994', 'the+graduate+1967', 'the+matrix+1999', 'the+lord+of+the+rings+the+two+towers+2002', 'sanjuro+1962', 'pulp+fiction+1994', 'sunset+boulevard+1950', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'fight+club+1999', 'the+lives+of+others+2006', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'mezzo+forte+2000', 'amlie+2001', 'blade+runner+1982', 'rashomon+1950', 'holidays+by+the+sea+2011', 'the+usual+suspects+1995', '3-iron+2004', 'david+copperfield+2001', 'the+life+of+jesus+1997']
452599	['the+shawshank+redemption+1994', 'fight+club+1999', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+usual+suspects+1995', 'raiders+of+the+lost+ark+1981', 'spellbound+1945', 'sunset+boulevard+1950', 'inception+2010', 'blade+runner+1982', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'the+princess+bride+1987', 'flamingo+road+1949', 'ratatouille+2007', 'bellissima+1951', 'life+is+beautiful+1997', 'lost+in+translation+2003', 'inglourious+basterds+2009', 'le+trou+1960', 'american+beauty+1999', 'schindlers+list+1993']
421090	['the+shawshank+redemption+1994', 'fight+club+1999', 'star+wars+1977', 'the+godfather+1972', 'life+is+beautiful+1997', 'the+usual+suspects+1995', 'm+1931', 'seven+samurai+1954', 'the+matrix+1999', 'inglourious+basterds+2009', 'aliens+1986', 'elevator+to+the+gallows+1958', 'blade+runner+1982', 'a+patch+of+blue+1965', 'the+lord+of+the+rings+the+two+towers+2002', 'those+magnificent+men+in+their+flying+machines+or+how+i+flew+from+london+to+paris+in+25+hours+11+minutes+1965', 'a+clockwork+orange+1971', 'interstellar+2014', 'american+beauty+1999', 'amlie+2001']
476578	['the+shawshank+redemption+1994', 'fight+club+1999', 'the+usual+suspects+1995', 'the+matrix+1999', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'raiders+of+the+lost+ark+1981', 'seven+samurai+1954', 'the+godfather+1972', 'blade+runner+1982', 'the+saint+1997', 'songcatcher+2001', 'amlie+2001', 'the+lives+of+others+2006', 'the+immigrant+1917', 'the+princess+bride+1987', 'dial+m+for+murder+1954', 'dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964', 'stories+of+lost+souls+2004', 'inglourious+basterds+2009', 'a+clockwork+orange+1971']
178970	['the+shawshank+redemption+1994', 'american+beauty+1999', 'a+close+shave+1995', 'the+matrix+1999', 'blade+runner+1982', 'gladiator+2000', 'l.a.+confidential+1997', 'the+graduate+1967', 'seven+samurai+1954', 'fight+club+1999', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'when+pigs+have+wings+2011', 'hui+buh+2006', 'sunset+boulevard+1950', 'flight+of+the+conchords+a+texan+odyssey+2006', 'the+best+years+of+our+lives+1946', 'the+lives+of+others+2006', 'the+silence+of+the+lambs+1991', 'modern+times+1936', 'amlie+2001']
336595	['blade+runner+1982', 'the+matrix+1999', 'the+shawshank+redemption+1994', 'the+lives+of+others+2006', 'the+usual+suspects+1995', 'life+is+beautiful+1997', 'seven+samurai+1954', 'fight+club+1999', 'the+kingdom+1994', 'the+wall+1975', 'sylvia+scarlett+1935', 'raiders+of+the+lost+ark+1981', 'a+close+shave+1995', '12+angry+men+1957', 'schindlers+list+1993', 'how+to+train+your+dragon+2010', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'straight+shooting+1917', 'm+1931', 'the+black+cauldron+1985']
332848	['the+shawshank+redemption+1994', 'fight+club+1999', 'portrait+of+jennie+1948', 'inception+2010', 'life+is+beautiful+1997', 'inglourious+basterds+2009', 'blade+runner+1982', 'raining+stones+1993', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'a+boy+named+charlie+brown+1969', 'chinatown+1974', 'amlie+2001', 'raiders+of+the+lost+ark+1981', 'happy+people+a+year+in+the+taiga+2010', 'hotel+rwanda+2004', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'black+cat_+white+cat+1998', 'the+godfather+1972', 'django+unchained+2012', 'schindlers+list+1993']
39303	['the+shawshank+redemption+1994', 'the+usual+suspects+1995', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+cranes+are+flying+1957', 'schindlers+list+1993', 'inglourious+basterds+2009', 'fight+club+1999', 'the+lives+of+others+2006', 'blue+is+the+warmest+color+2013', 'pulp+fiction+1994', 'rashomon+1950', 'forrest+gump+1994', 'incendies+2010', 'the+terminator+1984', 'the+princess+bride+1987', 'blade+runner+1982', 'the+lord+of+the+rings+the+two+towers+2002', 'agent+red+2000', 'pans+labyrinth+2006', 'the+matrix+1999']
489995	['the+shawshank+redemption+1994', 'fight+club+1999', 'city+of+god+2002', 'rear+window+1954', 'le+trou+1960', 'life+is+beautiful+1997', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'beauty+and+the+beast+1991', 'a+close+shave+1995', 'inglourious+basterds+2009', 'seven+samurai+1954', 'a+patch+of+blue+1965', 'the+matrix+1999', 'the+dark+knight+2008', 'american+graffiti+1973', 'princess+mononoke+1997', 'blade+runner+1982', 'dragon+ball+z+broly+-+second+coming+1994', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'on+thin+ice+2009']
475248	['the+shawshank+redemption+1994', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+matrix+1999', 'seven+samurai+1954', 'fight+club+1999', 'the+godfather+1972', 'the+usual+suspects+1995', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'a+clockwork+orange+1971', 'the+maltese+falcon+1931', 'the+life+of+jesus+1997', 'a+close+shave+1995', 'memories+1995', 'l.a.+confidential+1997', 'amlie+2001', 'north+by+northwest+1959', 'the+lives+of+others+2006', 'ratatouille+2007', 'forrest+gump+1994', 'the+princess+bride+1987']
172842	['the+matrix+1999', 'inglourious+basterds+2009', 'sunset+boulevard+1950', 'the+shawshank+redemption+1994', 'fight+club+1999', 'the+usual+suspects+1995', 'the+godfather+1972', 'incendies+2010', 'a+close+shave+1995', 'life+is+beautiful+1997', 'the+lives+of+others+2006', 'forrest+gump+1994', 'raiders+of+the+lost+ark+1981', 'blade+runner+1982', 'schindlers+list+1993', 'pans+labyrinth+2006', 'off+the+charts+the+song-poem+story+2003', 'goodfellas+1990', 'straight+shooting+1917', 'bright+star+2009']
490654	['the+matrix+1999', 'the+shawshank+redemption+1994', 'fight+club+1999', 'the+great+escape+1963', 'return+of+the+jedi+1983', 'inglourious+basterds+2009', 'm+1931', 'a+clockwork+orange+1971', 'the+godfather+1972', 'portrait+of+jennie+1948', 'seven+samurai+1954', 'dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964', 'incendies+2010', 'sylvia+scarlett+1935', 'a+boy+named+charlie+brown+1969', 'knocked+up+2007', 'shadow+of+a+doubt+1943', 'shooting+dogs+2006', 'infernal+affairs+2002', 'apocalypse+now+1979']
249150	['the+shawshank+redemption+1994', 'the+matrix+1999', 'a+clockwork+orange+1971', 'sunset+boulevard+1950', 'amlie+2001', 'the+usual+suspects+1995', 'the+princess+bride+1987', 'fight+club+1999', 'the+godfather+1972', 'mickey_+donald_+goofy+the+three+musketeers+2004', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'inglourious+basterds+2009', 'schindlers+list+1993', 'made+in+dagenham+2010', 'those+magnificent+men+in+their+flying+machines+or+how+i+flew+from+london+to+paris+in+25+hours+11+minutes+1965', 'raiders+of+the+lost+ark+1981', 'the+neverending+story+1984', 'a+tale+of+two+sisters+2003', 'elary+2003', 'mother+1992']
247044	['the+matrix+1999', 'willy+wonka++the+chocolate+factory+1971', 'the+princess+bride+1987', 'don+jon+2013', 'fight+club+1999', 'blade+runner+1982', 'forrest+gump+1994', 'the+lord+of+the+rings+the+two+towers+2002', 'shooting+dogs+2006', 'inglourious+basterds+2009', 'a+patch+of+blue+1965', 'shadow+of+a+doubt+1943', 'incendies+2010', 'ratatouille+2007', 'raining+stones+1993', 'bandslam+2009', 'seven+samurai+1954', '3-iron+2004', 'john+wick+2014', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001']
353565	['american+beauty+1999', 'the+shawshank+redemption+1994', 'm+1931', 'infernal+affairs+2002', 'wisconsin+death+trip+1999', 'iron+man+2008', 'the+matrix+1999', 'raiders+of+the+lost+ark+1981', 'blade+runner+1982', 'the+godfather+1972', 'straight+shooting+1917', 'dr.+horribles+sing-along+blog+2008', 'rashomon+1950', 'bridesmaids+2011', '12+angry+men+1957', 'in+the+name+of+the+father+1993', 'hotel+rwanda+2004', 'the+usual+suspects+1995', 'a+face+in+the+crowd+1957', 'the+blind+side+2009']
115923	['the+shawshank+redemption+1994', 'the+usual+suspects+1995', 'fight+club+1999', 'blade+runner+1982', 'nightcrawler+2014', 'the+lord+of+the+rings+the+two+towers+2002', 'the+matrix+1999', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'm+1931', 'a+clockwork+orange+1971', 'the+lives+of+others+2006', 'the+north+avenue+irregulars+1979', 'life+is+beautiful+1997', 'head+office+1985', 'napoleon+dynamite+2004', 'lust+for+life+1956', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'the+godfather+1972', 'american+beauty+1999', 'incendies+2010']
491035	['the+matrix+1999', 'the+shawshank+redemption+1994', 'the+silence+of+the+lambs+1991', 'fight+club+1999', 'how+to+train+your+dragon+2010', 'the+usual+suspects+1995', 'seven+samurai+1954', 'walle+2008', 'life+is+beautiful+1997', 'inception+2010', 'blade+runner+1982', 'chappie+2015', 'the+happiness+of+the+katakuris+2001', 'a+face+in+the+crowd+1957', 'a+boy+named+charlie+brown+1969', 'the+godfather+1972', 'raise+the+red+lantern+1991', 'amlie+2001', 'american+beauty+1999', 'the+princess+bride+1987']
338316	['raise+the+red+lantern+1991', 'the+godfather+1972', 'the+shawshank+redemption+1994', 'the+matrix+1999', 'life+is+beautiful+1997', 'lawrence+of+arabia+1962', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'seven+samurai+1954', 'the+princess+bride+1987', 'the+graduate+1967', 'family+resemblances+1996', 'a+clockwork+orange+1971', '3-iron+2004', 'blade+runner+1982', 'chappie+2015', 'star+wars+1977', 'sunlight+jr.+2013', 'dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964', 'tsotsi+2005', 'raiders+of+the+lost+ark+1981']
439358	['the+shawshank+redemption+1994', 'the+lives+of+others+2006', 'sunset+boulevard+1950', 'the+usual+suspects+1995', 'the+godfather+1972', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'inglourious+basterds+2009', 'raiders+of+the+lost+ark+1981', 'american+beauty+1999', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'seven+samurai+1954', 'the+graduate+1967', 'schindlers+list+1993', 'raise+the+red+lantern+1991', 'blade+runner+1982', 'run+lola+run+1998', 'life+is+beautiful+1997', 'bellissima+1951', 'the+saint+1997', 'the+strange+world+of+planet+x+1958']
155165	['the+matrix+1999', 'the+shawshank+redemption+1994', 'schindlers+list+1993', 'walle+2008', 'brother+2+2000', 'sanjuro+1962', 'the+godfather+1972', 'the+lives+of+others+2006', 'a+clockwork+orange+1971', 'raise+the+red+lantern+1991', 'fight+club+1999', 'blade+runner+1982', 'm+1931', 'the+usual+suspects+1995', 'what+women+want+2000', 'the+lord+of+the+rings+the+two+towers+2002', 'the+lord+of+the+rings+the+return+of+the+king+2003', '12+angry+men+1957', 'songcatcher+2001', 'bandslam+2009']
286504	['the+shawshank+redemption+1994', 'fight+club+1999', 'sunset+boulevard+1950', 'blade+runner+1982', 'life+is+beautiful+1997', 'a+clockwork+orange+1971', 'raiders+of+the+lost+ark+1981', 'the+usual+suspects+1995', 'raise+the+red+lantern+1991', 'the+matrix+1999', 'the+good_+the+bad+and+the+ugly+1966', 'the+staircase+2004', 'the+conversation+1974', 'inglourious+basterds+2009', 'the+godfather+1972', 'a+patch+of+blue+1965', 'amlie+2001', 'daddy+day+care+2003', 'american+beauty+1999', 'the+princess+bride+1987']
122489	['fight+club+1999', 'the+matrix+1999', 'the+shawshank+redemption+1994', 'the+usual+suspects+1995', 'shadow+of+a+doubt+1943', 'inglourious+basterds+2009', 'amlie+2001', 'a+clockwork+orange+1971', 'fearless+1993', 'raiders+of+the+lost+ark+1981', 'rashomon+1950', 'agent+red+2000', 'george+lopez+tall_+dark++chicano+2009', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'blade+runner+1982', 'the+godfather+1972', 'the+lord+of+the+rings+the+two+towers+2002', 'twelve+monkeys+1995', 'the+princess+bride+1987', 'city+of+god+2002']
65950	['the+matrix+1999', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+shawshank+redemption+1994', 'amlie+2001', 'fight+club+1999', 'the+usual+suspects+1995', 'my+neighbors+the+yamadas+1999', 'schindlers+list+1993', 'a+boy+named+charlie+brown+1969', 'raiders+of+the+lost+ark+1981', 'bomber+2009', 'a+clockwork+orange+1971', 'seven+samurai+1954', 'sunset+boulevard+1950', 'waltz+with+bashir+2008', 'the+princess+bride+1987', 'the+godfather+part+ii+1974', 'perfect+blue+1997', 'raise+the+red+lantern+1991', 'batman+begins+2005']
195548	['the+shawshank+redemption+1994', 'the+usual+suspects+1995', 'inglourious+basterds+2009', 'a+clockwork+orange+1971', 'the+dark+knight+2008', 'the+godfather+1972', 'the+lord+of+the+rings+the+two+towers+2002', 'aliens+1986', '12+angry+men+1957', 'schindlers+list+1993', 'life+is+beautiful+1997', 'nausica+of+the+valley+of+the+wind+1984', 'american+beauty+1999', 'the+great+escape+1963', 'the+bourne+identity+2002', 'i_+robot+2004', 'the+immigrant+1917', 'a+tale+of+two+sisters+2003', 'the+strange+world+of+planet+x+1958', 'the+civil+war+1990']
215824	['the+shawshank+redemption+1994', 'sunset+boulevard+1950', 'fight+club+1999', 'blade+runner+1982', 'those+magnificent+men+in+their+flying+machines+or+how+i+flew+from+london+to+paris+in+25+hours+11+minutes+1965', 'seven+samurai+1954', 'the+matrix+1999', 'the+tale+of+the+princess+kaguya+2013', 'the+life+of+jesus+1997', 'life+is+beautiful+1997', 'farewell_+my+queen+2012', 'inglourious+basterds+2009', 'princess+mononoke+1997', 'the+usual+suspects+1995', 'star+wars+1977', 'american+beauty+1999', 'nausica+of+the+valley+of+the+wind+1984', 'a+clockwork+orange+1971', 'the+great+escape+1963', 'the+lord+of+the+rings+the+two+towers+2002']
71019	['the+shawshank+redemption+1994', 'the+matrix+1999', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'fight+club+1999', 'the+graduate+1967', 'the+usual+suspects+1995', 'the+great+escape+1963', 'a+clockwork+orange+1971', 'the+lives+of+others+2006', 'inglourious+basterds+2009', 'the+godfather+1972', 'amlie+2001', 'nausica+of+the+valley+of+the+wind+1984', 'american+beauty+1999', 'the+princess+bride+1987', 'savior+1998', 'blade+runner+1982', 'a+close+shave+1995', 'ricky+gervais+live+animals+2003', 'fargo+1996']
289182	['fight+club+1999', 'the+matrix+1999', 'the+usual+suspects+1995', 'the+princess+bride+1987', 'the+shawshank+redemption+1994', 'amlie+2001', 'blade+runner+1982', 'a+close+shave+1995', 'life+is+beautiful+1997', 'inglourious+basterds+2009', 'forrest+gump+1994', 'a+clockwork+orange+1971', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'dragon+ball+z+broly+-+second+coming+1994', 'elary+2003', 'schindlers+list+1993', 'magic+christmas+tree+1964', 'the+lord+of+the+rings+the+two+towers+2002', 'alien+1979', 'chappie+2015']
301087	['fight+club+1999', 'inglourious+basterds+2009', 'persepolis+2007', 'the+shawshank+redemption+1994', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'seven+samurai+1954', 'the+matrix+1999', 'alien+1979', 'a+patch+of+blue+1965', 'incendies+2010', 'pulp+fiction+1994', 'rashomon+1950', 'the+incredibles+2004', 'a+close+shave+1995', 'kikujiro+1999', 'the+maltese+falcon+1941', 'm+1931', 'memories+1995', 'the+lives+of+others+2006', 'lawrence+of+arabia+1962']
